lat,long,aptos_por_local,local_de_votacao,zona_eleitoral_nro,bairro,endereco,secoes_eleitorais,zona_eleitoral_nome,secao,PT,PMDB,PSDB,PSD
-46.704193,-23.90661,2166.0,EE. PROF. HILTON REIS DOS SANTOS,381.0,EMBURA,"ESTRADA ENGENHEIRO MARSILAC, 8029, KILOMETRO 45,8, São Paulo",291ª; Da 294ª à 295ª; 333ª; 378ª; 410ª; 497ª; 558ª;,PARELHEIROS,3056.0,380.0,120.0,227.0,210.0
-46.644562,-23.88479,4150.0,EE. LOTEAMENTO DAS GAIVOTAS 1,371.0,JARDIM GAIVOTAS,"AVENIDA SÃO PAULO, S/N, São Paulo",602ª; 622ª; 624ª; 638ª; 651ª; 662ª; 680ª; 706ª; 717ª; 729ª;,GRAJAÚ,6631.0,1008.0,100.0,115.0,725.0
-46.641064,-23.883535,10789.0,FECAP - LIBERDADE,1.0,LIBERDADE,"AV. LIBERDADE, 532, São Paulo",Da 260ª à 289ª; 387ª; 404ª; 418ª;,BELA VISTA,9444.0,949.0,345.0,1485.0,851.0
-46.641293,-23.883215,8391.0,FATEC FACULDADE DE TECNOLOGIA DE SÃO PAULO,3.0,LUZ,"AV. TIRADENTES, 615, São Paulo",Da 36ª à 51ª; 198ª; Da 203ª à 205ª; 208ª; 210ª;,SANTA IFIGÊNIA,1924.0,930.0,210.0,1043.0,581.0
-46.641476,-23.883102,2870.0,E.E PROF. LEÔNIDAS PAIVA,256.0,BARRO BRANCO (ZONA NORTE),"RUA DOS MÁRTIRES ARMÊNIOS, 645, São Paulo",277ª; 286ª; 312ª; 325ª; 353ª; 364ª; 387ª; 424ª; 458ª;,TUCURUVI,3186.0,188.0,151.0,350.0,253.0
-46.643085,-23.882532,2371.0,EE. ARTUR SABÓIA,413.0,VILA VERA,"RUA TAQUARICHIM, 22, São Paulo",Da 201ª à 203ª; 310ª; 334ª; 339ª; 351ª;,CURSINO,1940.0,157.0,141.0,258.0,175.0
-46.643127,-23.88208,2288.0,EMEF. TENENTE ALÍPIO ANDRADA SERPA,374.0,JARDIM CLAUDIA,"RUA NICOLAU COPÉRNICO, 165, São Paulo",341ª; 381ª; 403ª; 435ª; 467ª; 492ª; 527ª; 596ª;,RIO PEQUENO,3642.0,385.0,63.0,243.0,81.0
-46.6437,-23.881493,2730.0,ESCOLA ESTADUAL PROFESSORA MARIA ANTONIETTA DE CASTRO,420.0,JARDIM JULIETA,"RUA INÁCIO FIRMO, 65, São Paulo",Da 284ª à 288ª; 323ª; 333ª; 348ª; 355ª;,VILA SABRINA,2789.0,338.0,66.0,168.0,76.0
-46.75906,-23.861601,6163.0,EE. ROBERTO MANGE,381.0,JARDIM MYRNA,"ESTRADA MUNICIPAL, S/N, São Paulo",285ª; 298ª; 305ª; 309ª; 314ª; 319ª; 326ª; 329ª; 331ª; 336ª; 341ª; 347ª; 349ª; 352ª; Da 355ª à 356ª; 364ª;,PARELHEIROS,5616.0,1429.0,266.0,230.0,657.0
-46.697662,-23.846975,4493.0,EE. LUCAS ROSCHEL RASQUINHO,381.0,COLONIA (ZONA SUL),"RUA PAULINO GOTTSFRITZ, 50, São Paulo",288ª; 302ª; 315ª; 340ª; 358ª; 388ª; 411ª; 436ª; 454ª; 469ª; 486ª; 504ª; 545ª;,PARELHEIROS,5296.0,860.0,240.0,209.0,609.0
-46.735939,-23.839581,2442.0,EE. PROF. BENEDITO FERREIRA DE ALBUQUERQUE,381.0,VILA ROSCHEL,"RUA BENJAMIM DIEMAR, S/N, São Paulo",Da 157ª à 163ª.,PARELHEIROS,1120.0,570.0,132.0,124.0,300.0
-46.724781,-23.830429,4181.0,EE. SENADOR ALEXANDRE MARCONDES FILHO,381.0,JARDIM NOVO PARELHEIROS,"RUA MARIA ROSCHEL SCHUNCK, 915 A, São Paulo",Da 40ª à 51ª.,PARELHEIROS,546.0,896.0,195.0,209.0,645.0
-46.727249,-23.828751,2635.0,EMEI. JOSÉ ROSCHEL CHRISTI,381.0,JARDIM NOVO PARELHEIROS,"RUA GENTIL SCHUNCK ROSCHEL, 79, São Paulo",184ª; Da 186ª à 192ª;,PARELHEIROS,1507.0,652.0,151.0,90.0,309.0
-46.72633,-23.827471,9669.0,CEU. EMEF. MANOEL VIEIRA DE QUEIRÓZ FILHO,381.0,JARDIM NOVO PARELHEIROS,"RUA JOSÉ PEDRO DE BORBA, 20, São Paulo",Da 193ª à 194ª; Da 272ª à 275ª; 419ª; 431ª; 438ª; 445ª; 450ª; 456ª; 460ª; 464ª; 470ª; 473ª; 478ª; 484ª;,PARELHEIROS,6949.0,1648.0,329.0,265.0,758.0
-46.72633,-23.827471,9669.0,CEU. EMEI. PARELHEIROS,381.0,JARDIM NOVO PARELHEIROS,"RUA JOSÉ PEDRO DE BORBA, 20, São Paulo",489ª; 494ª; 496ª; 501ª; 508ª; 514ª; 519ª; 528ª; 534ª;,PARELHEIROS,4583.0,629.0,118.0,107.0,279.0
-46.736103,-23.820911,4203.0,EE. DONA PRISCILIANA DUARTE DE ALMEIDA,381.0,PARELHEIROS,"AV. SADAMU INOUE, 210, São Paulo",114ª; Da 251ª à 260ª; 405ª;,PARELHEIROS,3074.0,850.0,213.0,202.0,558.0
-46.734539,-23.818789,6923.0,EE. PAULINO NUNES ESPOSO,381.0,JARDIM CASA GRANDE,"AV. SADAMU INOUE, 665, São Paulo",Da 77ª à 95ª.,PARELHEIROS,1634.0,1439.0,467.0,278.0,689.0
-46.720631,-23.812620000000006,6552.0,EE. REVERENDO ERODICE PONTES DE QUEIRÓZ,381.0,JARDIM IPORÃ,"RUA AMARO ALVES DO ROSÁRIO, 1500, São Paulo",Da 195ª à 199ª; 267ª; 277ª; 297ª; 308ª; 325ª; 338ª; 353ª; 361ª; 366ª; 382ª; 389ª; 403ª; 417ª;,PARELHEIROS,5468.0,1611.0,315.0,220.0,548.0
-46.738049,-23.811449,4382.0,EE. DOUTOR MARIO LOPES LEÃO,381.0,JARDIM DOS ALAMOS,"RUA JOSÉ MENDES NETTO, S/N, São Paulo",Da 52ª à 61ª; 339ª; 367ª;,PARELHEIROS,1271.0,1096.0,257.0,182.0,407.0
-46.676659,-23.810123,1271.0,EE. HERMINIO SACCHETTA,381.0,CHACARA SANTO AMARO,"AV. PAULO GUILGUER REIMBERG, 9865, São Paulo",289ª; 348ª; 421ª; 512ª;,PARELHEIROS,1570.0,225.0,36.0,62.0,93.0
-46.735771,-23.808571,320.0,EMEI. PROF. JOSÉ LA TORRE,381.0,JARDIM ALADIM,"RUA ANTÔNIO MARCONDES BOETA, 30, São Paulo",477ª; 533ª; 563ª;,PARELHEIROS,1573.0,65.0,29.0,12.0,36.0
-46.735588,-23.808189,3596.0,EE. PROF. CANDIDO DE OLIVEIRA,381.0,JARDIM ALADIM,"RUA LUIZ PINELLI, 148, São Paulo",Da 96ª à 105ª.,PARELHEIROS,1005.0,779.0,206.0,157.0,413.0
-46.735779,-23.79677,2385.0,EMEI. RECANTO CAMPO BELO,381.0,RECANTO CAMPO BELO,"RUA MARCELO BERNARDINI, S/N, São Paulo",370ª; 387ª; 402ª; Da 425ª à 426ª; 444ª; 479ª; 546ª;,PARELHEIROS,3479.0,586.0,244.0,90.0,182.0
-46.730579,-23.793055,6416.0,EE. PROF. MARIO ARMINANTE,381.0,RECANTO CAMPO BELO,"RUA JOSÉ ROSCHEL RODRIGUES, 146, São Paulo",Da 164ª à 178ª; 500ª; 523ª; 540ª; 549ª; 562ª;,PARELHEIROS,5239.0,1510.0,536.0,247.0,588.0
-46.639591,-23.79158,1117.0,EE. PROF. ADRIÃO BERNARDES,371.0,BORORE,"ESTRADA DE ITAQUAQUECETUBA, 9953, São Paulo",556ª; 561ª; 639ª; 702ª;,GRAJAÚ,2458.0,434.0,93.0,48.0,120.0
-46.683613,-23.789295000000006,5418.0,EMPG. EUCLIDES DA CUNHA,20.0,JARDIM COMERCIAL,"RUA COSTA NOVA DO PRADO, 108, São Paulo",Da 53ª à 68ª.,VALO VELHO,968.0,960.0,192.0,512.0,134.0
-46.720734,-23.789115,4724.0,EE. LEDA GUIMARÃES NATAL,381.0,JARDIM DOS ALAMOS,"RUA DA BICA, S/N, São Paulo",Da 281ª à 284ª; 306ª; 313ª; 320ª; 328ª; 334ª; 346ª; 354ª; 362ª; 372ª; 391ª;,PARELHEIROS,4556.0,1211.0,250.0,155.0,561.0
-46.684609,-23.786249,6775.0,EE. PROFA. JUVENTINA MARCONDES DOMINGUES DE CASTRO,381.0,JARDIM NOVO HORIZONTE,"RUA HENRIQUE MUZZIO, 233, São Paulo",303ª; 317ª; 330ª; 344ª; 351ª; 363ª; 373ª; 383ª; 397ª; 404ª; 414ª; 424ª; 440ª; 452ª; 466ª; 475ª; 490ª;,PARELHEIROS,6726.0,2197.0,176.0,260.0,418.0
-46.711807,-23.784716,6432.0,EMEF. VARGEM GRANDE,381.0,COLONIA (ZONA SUL),"RUA BEIJA-FLOR, 01, São Paulo",Da 106ª à 112ª; 271ª; 293ª; 310ª; 332ª; 350ª; 360ª; 374ª; 384ª; 394ª; 407ª; 422ª;,PARELHEIROS,4660.0,1290.0,207.0,180.0,749.0
-46.693409,-23.782921,6851.0,EE. ENGENHEIRO ARGEO PINTO DIAS,381.0,JARDIM SABIA II,"RUA FALCÃO PEREGRINO, 22, São Paulo",287ª; 304ª; 324ª; 343ª; 359ª; 379ª; 390ª; 401ª; 416ª; 429ª; 441ª; 455ª; 465ª; 476ª; 493ª;,PARELHEIROS,5962.0,1800.0,169.0,226.0,521.0
-46.693409,-23.782921,6851.0,EE. JARDIM SABIÁ 2,381.0,JARDIM SABIÁ II,"RUA FALCÃO PEREGRINO, 22, São Paulo",505ª; 515ª; 522ª; 531ª; 539ª; 548ª; 552ª; 560ª;,PARELHEIROS,4272.0,257.0,35.0,39.0,96.0
-46.708374,-23.780946,2055.0,EE. LEONOR FERNANDES COSTA ZACARIAS,381.0,ENGENHEIRO MARSILAC,"RUA DOIS, 101, São Paulo",290ª; 296ª; 335ª; 342ª; 392ª; 448ª; 538ª;,PARELHEIROS,2641.0,433.0,171.0,121.0,263.0
-46.716614,-23.779061,4644.0,EE. DR. CHRISTIANO ALTENFELDER SILVA,381.0,JARDIM SANTA FÉ (ZONA SUL),"RUA JULIA MAMÉIA, 45, São Paulo",Da 27ª à 39ª; 555ª; 565ª;,PARELHEIROS,1549.0,984.0,137.0,240.0,425.0
-46.705627,-23.777176,538.0,EE. VARGEM GRANDE II,381.0,VARGEM GRANDE,"RUA IPÊ ROXO, 120, São Paulo",509ª; 521ª; 524ª; 532ª; 536ª; 544ª; 551ª; 559ª;,PARELHEIROS,4276.0,87.0,20.0,18.0,59.0
-46.696919,-23.776051,7110.0,EE. PRESIDENTE TANCREDO DE ALMEIDA NEVES,381.0,JARDIM NOVO HORIZONTE,"AV. PAULO GUILGUER REIMBERG, 2448, São Paulo",Da 12ª à 26ª; 206ª; Da 261ª à 262ª; 279ª;,PARELHEIROS,1293.0,2131.0,230.0,254.0,542.0
-46.68132,-23.774599,5017.0,CEU. EMEF. TRÊS LAGOS,381.0,JARDIM NORONHA,"ESTRADA DO BARRO BRANCO, S/N, São Paulo",457ª; 462ª; 467ª; 472ª; 480ª; 485ª; 491ª; 495ª; 499ª; 503ª; 510ª; 564ª;,PARELHEIROS,5885.0,902.0,263.0,122.0,453.0
-46.68132,-23.774599,5017.0,CEU. EMEI. TRÊS LAGOS,381.0,JARDIM NORONHA,"ESTRADA DO BARRO BRANCO, S/N, São Paulo",513ª; 517ª; 526ª; 530ª; 535ª; 537ª; 541ª; 547ª; 550ª; 553ª;,PARELHEIROS,5349.0,211.0,65.0,26.0,99.0
-46.708469,-23.772453,1309.0,EMEF. CONSTELAÇÃO DO ÍNDIO,381.0,JARDIM CAMPINAS,"RUA CONSTELAÇÃO DO ÍNDIO, 41, São Paulo",488ª; 498ª; 511ª; 520ª; 543ª; 561ª;,PARELHEIROS,3121.0,227.0,36.0,43.0,72.0
-46.714775,-23.77231,5318.0,EE. DAVID ZEIGER,381.0,JARDIM MARIA AMALIA,"RUA SATÉLITE JAPETUS, 30, São Paulo",Da 129ª à 143ª.,PARELHEIROS,2040.0,1205.0,231.0,273.0,479.0
-46.699345,-23.769762,5138.0,EE. LEVI CARNEIRO,381.0,JARDIM MYRNA,"ESTRADA DA COCAIA, 2882, São Paulo",Da 115ª à 128ª.,PARELHEIROS,1701.0,1228.0,187.0,218.0,627.0
-46.70385,-23.765699,3611.0,EE. JARDIM SANTA FÉ II,381.0,JARDIM SANTA FÉ (ZONA SUL),"RUA HIERÁPOLIS, 248, São Paulo",418ª; 430ª; 435ª; 442ª; 447ª; 453ª; 458ª; 463ª; 471ª; 474ª;,PARELHEIROS,4491.0,707.0,111.0,190.0,260.0
-46.685371,-23.76398,4150.0,EE. LOTEAMENTO DAS GAIVOTAS 2,371.0,JARDIM GAIVOTAS,"AVENIDA SÃO PAULO, S/N, São Paulo",Da 741ª à 742ª; 750ª; 757ª; 765ª;,GRAJAÚ,3755.0,61.0,11.0,8.0,53.0
-46.71294,-23.763901,4027.0,EMEF. PROF. FLORESTAN FERNANDES,381.0,JARDIM GUANABARA,"AV. MARGUERITTE LONG, 41, São Paulo",369ª; 381ª; 386ª; 396ª; 399ª; 406ª; 412ª; 420ª; 427ª; 434ª; 443ª;,PARELHEIROS,4473.0,716.0,276.0,210.0,333.0
-46.655518,-23.762178,4326.0,EE. PROFA. ADELAIDE ROSA FERNANDES MACHADO DE SOUZA,371.0,GRAJAU,"AV. DONA BELMIRA MARIN, 3312, São Paulo",15ª; 392ª; 396ª; 457ª; 485ª; 504ª; 522ª; 532ª; 544ª; 554ª; 565ª; 573ª; 581ª;,GRAJAÚ,6120.0,803.0,121.0,174.0,795.0
-46.655655,-23.761955,5940.0,EE. PROF. CARLOS DE MORAES ANDRADE,371.0,PARQUE GRAJAU,"AV. DONA BELMIRA MARIN, 2440, São Paulo",Da 205ª à 213ª; 370ª; 407ª; 410ª; 413ª; 422ª; 487ª; 645ª;,GRAJAÚ,5035.0,1209.0,201.0,238.0,990.0
-46.673477,-23.761198,3183.0,EE. LEONEL BRIZOLA,371.0,JARDIM LUCELIA,"RUA MARIA PAPE, 31, São Paulo",632ª; 644ª; 653ª; 665ª; 676ª; 692ª; 701ª; 715ª; 726ª;,GRAJAÚ,6104.0,881.0,73.0,119.0,545.0
-46.673481,-23.761194,4643.0,EE. PROF. EURIPEDES SIMÕES DE PAULA,371.0,JARDIM LUCELIA,"RUA MARIA PAPE, 30, São Paulo",428ª; 463ª; 506ª; 529ª; 545ª; 560ª; 571ª; 582ª; 591ª; 610ª; 621ª; 736ª; 739ª; 748ª; 756ª; 761ª;,GRAJAÚ,9746.0,1309.0,122.0,183.0,782.0
-46.717201,-23.76083,3049.0,EE. PROFA. MARIA AMÉLIA BRAZ,381.0,JARDIM SÃO RAFAEL,"RUA FREI AMADOR ARRAIS, 100, São Paulo",Da 144ª à 146ª; 185ª; 264ª; 276ª; 301ª; 312ª; 368ª;,PARELHEIROS,2141.0,548.0,294.0,188.0,215.0
-46.705627,-23.759581,1789.0,EMEF. ULYSSES DA SILVEIRA GUIMARÃES,381.0,JARDIM SANTA FÉ (PARELHEIROS),"RUA CONDE DE LACASTRE, 209, São Paulo",376ª; 393ª; 408ª; 433ª; 481ª; 527ª; 566ª;,PARELHEIROS,3184.0,389.0,71.0,63.0,168.0
-46.713333,-23.759205,2139.0,EMEF. GRANJA NOSSA SENHORA APARECIDA,381.0,GRANJA NOSSA SENHORA APARECIDA,"RUA HANS CHRISTIAN HANDERSEN, 67, São Paulo",459ª; 468ª; 482ª; 492ª; 502ª; 516ª; 542ª;,PARELHEIROS,3461.0,391.0,132.0,124.0,168.0
-46.665562,-23.758989,3044.0,EE. PROFA. CLARINA AMARAL GURGEL,371.0,JARDIM SHANGRILA(ZONA SUL),"PRAÇA IRARA BRANCA, S/N, São Paulo",551ª; 555ª; 568ª; 575ª; 584ª; 590ª; 598ª; 618ª;,GRAJAÚ,4639.0,673.0,91.0,108.0,472.0
-46.706314,-23.758953,3687.0,EMEF. PROF. AYRTON OLIVEIRA SAMPAIO,381.0,JARDIM SANTA FÉ (ZONA SUL),"RUA JULIA MAMÉIA, 200, São Paulo",Da 179ª à 183ª; Da 265ª à 266ª; 280ª; 300ª; 307ª; 556ª;,PARELHEIROS,2879.0,689.0,110.0,201.0,215.0
-46.704468,-23.758362,1710.0,EE. PROFA. HILDA FERRAZ KFOURI,371.0,JARDIM SAO BERNARDO,"RUA CANÇÃO DA TERRA, 112, São Paulo",633ª; 661ª; 686ª; 708ª; 727ª;,GRAJAÚ,3415.0,244.0,72.0,105.0,161.0
-46.693954,-23.758324,6431.0,EE. PROFA. MARIA JUVENAL HOMEM DE MELLO,371.0,PARQUE GRAJAU,"RUA MIRAFLORES, 95, São Paulo",259ª; Da 285ª à 286ª; 305ª; 321ª; 337ª; 354ª; 368ª; 387ª; 406ª; 434ª; 467ª; 496ª; 526ª; 543ª; 548ª;,GRAJAÚ,6322.0,838.0,216.0,338.0,1741.0
-46.704422,-23.758285,4299.0,EE. HERBERT BALDUS,371.0,JARDIM SAO BERNARDO,"RUA CANÇÃO DA TERRA, 100, São Paulo",340ª; 347ª; 352ª; 359ª; 364ª; 373ª; 380ª; 393ª; 400ª; 409ª; 415ª;,GRAJAÚ,4132.0,759.0,120.0,223.0,399.0
-46.703568,-23.75581,6772.0,EE. JORGE SARAIVA,381.0,JARDIM MARIA FERNANDES,"RUA ARCELINA TEIXEIRA DA SILVA, S/N, São Paulo",113ª; Da 208ª à 222ª; 506ª; 518ª; 557ª;,PARELHEIROS,4919.0,1501.0,331.0,330.0,665.0
-46.682549,-23.75576,4409.0,EE. PRESIDENTE JOÃO GOULART,371.0,GRAJAU,"RUA SÃO JOSÉ DO RIO PRETO, S/N, São Paulo",328ª; 332ª; Da 334ª à 335ª; 339ª; Da 345ª à 346ª; 351ª; 353ª; 358ª; 361ª; 363ª; 366ª;,GRAJAÚ,4511.0,963.0,133.0,148.0,851.0
-46.715927,-23.755182,3553.0,EE. JARDIM MYRNA II,381.0,JARDIM MYRNA,"ESTRADA MUNICIPAL, 340, São Paulo",Da 200ª à 205ª; Da 268ª à 270ª; 278ª;,PARELHEIROS,2300.0,804.0,169.0,144.0,466.0
-46.677742,-23.754675,5541.0,EMEF. PADRE JOSÉ PEGORARO,371.0,PARQUE COCAIA,"RUA PORTUNHOS, 67, São Paulo",600ª; 616ª; 629ª; 640ª; 649ª; 657ª; 667ª; 674ª; 678ª; 688ª; 694ª; 705ª; 711ª; 719ª; 728ª;,GRAJAÚ,10055.0,1204.0,199.0,185.0,897.0
-46.707687,-23.754553,2089.0,EE. PROF. JOAQUIM ALVARES CRUZ,381.0,BARRAGEM,"RUA DOIS, 02, São Paulo",316ª; 337ª; 365ª; 413ª; 432ª; 487ª; 529ª; 554ª;,PARELHEIROS,3433.0,577.0,106.0,65.0,407.0
-46.690178,-23.754239,6496.0,EE. IRMÃ CHARLITA,371.0,PARQUE COCAIA,"RUA ADÉLIA DA SILVA MENDES, 700, São Paulo",Da 214ª à 218ª; 250ª; 252ª; Da 254ª à 255ª; 266ª; 282ª; 299ª; 367ª; 369ª; 374ª; 376ª; 379ª; 382ª; 384ª; 388ª;,GRAJAÚ,5957.0,1416.0,227.0,260.0,1117.0
-46.704269,-23.75383,10185.0,EE. AFRÂNIO DE OLIVEIRA,371.0,JARDIM DOS MANACAS,"RUA GIUSEPPE TARTINI, 818, São Paulo",432ª; 455ª; 472ª; 482ª; 510ª; 521ª; 531ª; 539ª; 552ª; 557ª; 562ª; 569ª; 577ª; 588ª; 596ª;,GRAJAÚ,7943.0,832.0,199.0,213.0,808.0
-46.704269,-23.75383,10185.0,EE. PROFA. NEIVA DE LOURDES ANDRADE,371.0,JARDIM DOS MANACAS,"RUA GIUSEPPE TARTINI, 818, São Paulo",606ª; 613ª; 623ª; 635ª; 643ª; 658ª; 668ª; 675ª; 693ª; 703ª; 713ª; 722ª;,GRAJAÚ,7952.0,631.0,180.0,163.0,559.0
-46.670059,-23.753429,5642.0,EMEF. PLINIO SALGADO,371.0,RECANTO MARISA,"RUA CLARISSA, S/N, São Paulo",429ª; 446ª; 470ª; 492ª; 507ª; 519ª; 524ª; 533ª; 540ª; 547ª; 672ª; 687ª; 695ª; 724ª; 740ª;,GRAJAÚ,8525.0,1272.0,168.0,181.0,1037.0
-46.682762,-23.753302,6075.0,EE. SAMUEL WAINER,371.0,GRAJAU,"RUA SÃO JOSÉ DO RIO PRETO, 71, São Paulo",Da 16ª à 32ª; 631ª;,GRAJAÚ,1039.0,1285.0,186.0,242.0,1050.0
-46.672596,-23.753199,2196.0,EMEI. MAL.OSVALDO CORDEIRO DE FARIAS,371.0,JARDIM EDI,"RUA HENRY ARTHUR JONES, 10, São Paulo",605ª; 607ª; 627ª; 646ª; 656ª; 682ª; 712ª;,GRAJAÚ,4535.0,519.0,61.0,73.0,373.0
-46.696423,-23.753138,2308.0,EMEI. GRAJAÚ,371.0,JARDIM REIMBERG,"RUA ALBA VALDEZ, 101, São Paulo",430ª; 480ª; 530ª; 549ª; 566ª; 583ª;,GRAJAÚ,3138.0,506.0,101.0,89.0,254.0
-46.682797,-23.752993,4720.0,EMEF. JOAQUIM BENTO ALVES DE LIMA NETO,371.0,CONJUNTO HABITACIONAL BRIGADEIRO FARIA LIMA,"RUA SÃO JOSÉ DO RIO PRETO, 17, São Paulo",Da 1ª à 14ª.,GRAJAÚ,105.0,989.0,150.0,213.0,796.0
-46.668331,-23.75288,5993.0,EE. PROFA. MARIA LUIZA DE ANDRADE MARTINS ROQUE,371.0,JARDIM ELIANA,"RUA MARCELINO NOGUEIRA JÚNIOR, 117, São Paulo",260ª; 267ª; 272ª; Da 279ª à 281ª; 291ª; 294ª; 297ª; 303ª; 308ª; 311ª; 316ª; Da 319ª à 320ª; 734ª; 745ª; 754ª; 760ª; 767ª;,GRAJAÚ,8158.0,1332.0,183.0,191.0,1116.0
-46.711807,-23.751411,3545.0,EE. OTONIEL ASSIS DE HOLANDA,381.0,CHÁCARA COCAIA,"RUA TUPINAMBÁS, 71, São Paulo",371ª; 375ª; 377ª; 385ª; 395ª; 400ª; 415ª; 423ª; 437ª; 446ª;,PARELHEIROS,4024.0,796.0,181.0,142.0,387.0
-46.696369,-23.7509,2295.0,EMEF. LOURIVAL BRANDÃO DOS SANTOS,371.0,JARDIM REIMBERG,"RUA ALBA VALDEZ, S/N, São Paulo",604ª; 626ª; 647ª; 664ª; 679ª; 691ª;,GRAJAÚ,3911.0,504.0,80.0,80.0,229.0
-46.689659000000006,-23.74979,4022.0,EE. PROF. JACOB THOMAZ ITAPURA DE MIRANDA,371.0,JARDIM SOMARA,"RUA ANTÔNIO FELIPE FILHO, 93, São Paulo",427ª; 440ª; 452ª; 500ª; 527ª; 542ª; 559ª; 576ª; 592ª; 599ª; 617ª;,GRAJAÚ,5831.0,756.0,147.0,155.0,773.0
-46.679878,-23.749211,4757.0,EE. PRESIDENTE RENE MUAWAD,371.0,PARQUE AMERICA,"RUA ESTELA NAVES JUNQUEIRA, 79, São Paulo",263ª; 271ª; 278ª; 295ª; 301ª; 313ª; 324ª; 331ª; 391ª; 417ª; 420ª; 437ª;,GRAJAÚ,4041.0,632.0,173.0,185.0,1088.0
-46.698383,-23.748548,5875.0,EE. PROFA. ESTHER GARCIA,371.0,JARDIM EDDA,"AV. ANTÔNIO CARLOS BENJAMIN DOS SANTOS, 858, São Paulo",Da 219ª à 228ª; 247ª; 253ª; 268ª; Da 283ª à 284ª;,GRAJAÚ,3570.0,996.0,275.0,228.0,722.0
-46.686249,-23.74848,2224.0,COLÉGIO SANTA RITA DE CÁSSIA,371.0,PARQUE GRAJAU,"RUA JOSÉ BEZERRA FILHO, 62, São Paulo",Da 47ª à 52ª.,GRAJAÚ,297.0,417.0,86.0,94.0,452.0
-46.702992,-23.748249,6151.0,EE. GAL. DE EXERCITO VICENTE DE PAULO DALE COUTINHO,371.0,JARDIM ICARAI,"RUA GIOVANNI GABRIELI, 712, São Paulo",Da 153ª à 168ª.,GRAJAÚ,2568.0,1171.0,298.0,268.0,572.0
-46.706478,-23.74748,365.0,EMEF PROFA. ALDINA ANÁLIA AGOSTINHA TADDEO CONDE,371.0,JARDIM ICARAI,"RUA FRANCESCO BARTOLOZZI, 01, São Paulo",731ª; 737ª; 746ª; 758ª;,GRAJAÚ,2972.0,45.0,17.0,21.0,52.0
-46.71159,-23.74568,4073.0,EE. JOSÉ DUARTE JUNIOR,381.0,JARDIM ALPINO,"RUA DOMINGOS FAUSTINO SARMIENTO, 422, São Paulo",286ª; 311ª; 327ª; 345ª; 357ª; 380ª; 398ª; 409ª; 428ª; 439ª; 451ª;,PARELHEIROS,4131.0,847.0,268.0,181.0,419.0
-46.691364,-23.745153,5162.0,EMEF. DESEMBARGADOR TEODOMIRO TOLEDO PIZA,371.0,PARQUE GRAJAU,"R. PELAGIA STARBULOV, 324, São Paulo",Da 33ª à 46ª.,GRAJAÚ,553.0,1085.0,191.0,235.0,910.0
-46.696701,-23.744812,1621.0,EMEF. FREI DAMIÃO,371.0,JARDIM SIPRAMAR,"RUA DANIEL ALOMIA, 325, São Paulo",655ª; 685ª; 707ª; 720ª; 738ª; 752ª; 764ª;,GRAJAÚ,5021.0,399.0,36.0,37.0,313.0
-46.660648,-23.74419,7414.0,CEU. NAVEGANTES,371.0,CANTINHO DO CEU,"RUA MARIA MOASSAB BARBOUR, S/N, São Paulo",476ª; 490ª; 494ª; 499ª; 518ª; 528ª; 536ª; 546ª; 564ª; 572ª; 579ª; 586ª; 593ª; 597ª; 612ª; 620ª; 634ª; 733ª; 735ª; 743ª; 747ª; 751ª;,GRAJAÚ,13153.0,2142.0,143.0,291.0,1007.0
-46.670147,-23.742899,4866.0,EE. WASHINGTON ALVES NATEL,371.0,PARQUE RESIDENCIAL COCAIA,"RUA MINISTRO MÁRIO DAVID ANDREAZZA, 50, São Paulo",654ª; 663ª; 669ª; 677ª; 689ª; 696ª; 700ª; 710ª; 718ª; 723ª; 730ª; 732ª; 744ª; 749ª; 753ª; 759ª; 762ª; 766ª;,GRAJAÚ,12894.0,1019.0,166.0,160.0,880.0
-46.670811,-23.742794,4964.0,EE. PROFA. ANA MARIA BENTO,371.0,PARQUE RESIDENCIAL COCAIA,"RUA MINISTRO MÁRIO DAVID ANDREAZZA, 94, São Paulo",550ª; 558ª; 567ª; 574ª; 578ª; 585ª; 589ª; Da 594ª à 595ª; 611ª; 619ª; 628ª; 641ª; 650ª;,GRAJAÚ,8339.0,1006.0,167.0,140.0,933.0
-46.670925,-23.742775,4700.0,EE. DR. ANIZ BADRA,371.0,PARQUE RESIDENCIAL COCAIA,"RUA MINISTRO MÁRIO DAVID ANDREAZZA, 112, São Paulo",424ª; 441ª; 454ª; 464ª; 479ª; 495ª; 505ª; 514ª; 520ª; 525ª; Da 534ª à 535ª; 538ª; 541ª;,GRAJAÚ,6969.0,1065.0,167.0,129.0,937.0
-46.711159,-23.74181,807.0,EMEI. PROFA. ODILÉA BOTTA DE MATTOS,381.0,JARDIM FLORESTA,"RUA VENÂNCIO POLETTI, 181, São Paulo",461ª; 483ª; 525ª;,PARELHEIROS,1469.0,168.0,41.0,40.0,94.0
