lat,long,aptos_por_local,local_de_votacao,zona_eleitoral_nro,bairro,endereco,secoes_eleitorais,zona_eleitoral_nome,secao,PT,PMDB,PSDB,PSD
-46.581432,-23.561964,7126.0,EE. PROF. ANDRÉ XAVIER GALLICHO,4.0,MOOCA,"RUA DA MOOCA, 4650, São Paulo",Da 136ª à 152ª; 408ª;,MOÓCA,2856.0,394.0,201.0,912.0,378.0
-46.473885,-23.561784,6304.0,EE. DR. PAULO LAURO,417.0,PARQUE SAVOI CITY,"RUA VITALINO DOS SANTOS, 85, São Paulo",Da 177ª à 191ª; 284ª;,PARQUE DO CARMO,3044.0,1177.0,209.0,588.0,324.0
-46.542488,-23.561781,6775.0,EE. PROF. JOSÉ MARQUES DA CRUZ,348.0,VILA FORMOSA,"RUA ARACÊ, 563, São Paulo",Da 46ª à 63ª.,VILA FORMOSA,981.0,480.0,173.0,935.0,304.0
-46.635506,-23.561655,8892.0,EE PRESIDENTE ROOSEVELT,1.0,LIBERDADE,"RUA SÃO JOAQUIM, 320, São Paulo",Da 290ª à 301ª; 362ª; 370ª; 376ª; Da 379ª à 380ª; 382ª; 397ª; 403ª; 414ª; 425ª; 436ª; 444ª; 454ª;,BELA VISTA,8768.0,788.0,236.0,1152.0,820.0
-46.47903400000001,-23.56147,3251.0,EE. PROFA. LINA DA COSTA COUTO,417.0,COLONIA (ZONA LESTE),"ESTRADA DO PÊSSEGO, 1400, São Paulo",Da 162ª à 168ª; 243ª;,PARQUE DO CARMO,1398.0,849.0,70.0,224.0,179.0
-46.427536,-23.56147,7547.0,EE. PROFA. SUMIÊ IWATA,405.0,JARDIM SÃO PEDRO,"RUA PROFA. LUCILA CERQUEIRA, 100, São Paulo",Da 157ª à 171ª; 196ª; 201ª; 207ª; 218ª; 232ª;,CONJUNTO JOSÉ BONIFÁCIO,3514.0,1513.0,156.0,458.0,578.0
-46.552898,-23.56134,5647.0,EMEF. PRESIDENTE KENNEDY,348.0,VILA FORMOSA,"RUA ACURUÍ, 700, São Paulo",Da 1ª à 11ª; 214ª; 229ª; 245ª; 284ª;,VILA FORMOSA,1038.0,325.0,160.0,784.0,263.0
-46.64381,-23.56114,6510.0,FMU (PRÉDIO 40) - BRIGADEIRO,1.0,BELA VISTA,"AV. BRIG. LUÍS ANTÔNIO, 1373, São Paulo",Da 129ª à 130ª; 359ª; 391ª; 402ª; 409ª; 416ª; 420ª; 424ª; 430ª; 433ª; 437ª; Da 440ª à 441ª; 443ª; Da 446ª à 447ª; 492ª; Da 496ª à 497ª; 508ª;,BELA VISTA,8590.0,639.0,194.0,913.0,333.0
-46.504078,-23.560963,1349.0,EE PROFESSORA MARIA JOSÉ BARONE FERNANDES,347.0,JARDIM IPANEMA(ZONA LESTE),"RUA ITAICICA, 20, São Paulo",383ª; 404ª; 441ª; 451ª;,VILA MATILDE,1679.0,177.0,51.0,108.0,75.0
-46.415176,-23.56084,7182.0,EE. PROFª  ELIZA RACHEL MACEDO DE SOUZA,353.0,VILA CHABILANDIA,"RUA DARCY MANNO,  97, São Paulo",Da 124ª à 141ª; 884ª; 947ª; 967ª;,GUAIANASES,5183.0,1996.0,226.0,286.0,879.0
-46.640831,-23.560801,6318.0,COLÉGIO JOÃO E RAPHAELA PASSALACQUA,1.0,BELA VISTA,"RUA JOÃO PASSALACQUA, 207, São Paulo",Da 87ª à 97ª; 393ª; 410ª; 421ª; 429ª; 438ª; 460ª;,BELA VISTA,3563.0,540.0,173.0,957.0,341.0
-46.623508,-23.56077,6598.0,COLÉGIO NOSSA SENHORA DA GLÓRIA,6.0,CAMBUCI,"RUA JUSTO AZAMBUJA, 267, São Paulo",Da 204ª à 223ª.,VILA MARIANA,4270.0,650.0,236.0,820.0,356.0
-46.540672,-23.560629,5499.0,EE. PROFESSORA IRENE DE LIMA PAIVA,348.0,VILA CARRAO,"RUA LUTÉCIA, 1966, São Paulo",Da 80ª à 87ª; Da 144ª à 146ª; Da 166ª à 169ª; 228ª;,VILA FORMOSA,2001.0,328.0,145.0,784.0,251.0
-46.59008,-23.560585,8341.0,ESCOLA ESTADUAL M.M.D.C.,4.0,ALTO DA MOOCA,"RUA CUIABÁ, 667, São Paulo",Da 93ª à 109ª; 304ª; 309ª; 407ª; 412ª;,MOÓCA,3149.0,479.0,255.0,1198.0,391.0
-46.531227,-23.560577,6162.0,EE. DONA AMÉLIA DE ARAUJO,253.0,VILA CARRAO,"RUA VACANGA, 415, São Paulo",Da 353ª à 367ª; 431ª; 470ª;,TATUAPÉ,6301.0,461.0,187.0,697.0,309.0
-46.695251,-23.560101,5346.0,COLÉGIO PALMARES,251.0,ALTO DE PINHEIROS,"AVENIDA PEDROSO DE MORAIS, 1341, São Paulo",Da 27ª à 38ª; 244ª; 303ª;,PINHEIROS,937.0,545.0,151.0,1387.0,247.0
-46.589356,-23.559826,8502.0,COLÉGIO SANTA CATARINA,4.0,MOOCA,"RUA MARQUÊS DE VALENÇA, 641, São Paulo",341ª; 345ª; 348ª; 351ª; 353ª; 359ª; 362ª; 367ª; Da 372ª à 373ª; 377ª; 380ª; 383ª; 386ª; 389ª; 393ª; 396ª; 399ª; 402ª; 405ª; 424ª; 426ª; 432ª;,MOÓCA,8763.0,496.0,274.0,1113.0,447.0
-46.493992,-23.559231,1575.0,EMEI. MINISTRO PEDRO CHAVES,347.0,JARDIM BRASILIA,"RUA FIGUEIRA DA BARBÁRIA, 481, São Paulo",305ª; 330ª; 344ª; 367ª;,VILA MATILDE,1346.0,167.0,46.0,179.0,80.0
-46.678742,-23.5592,5709.0,EE.GODOFREDO FURTADO,251.0,JARDIM AMERICA,"RUA JOÃO MOURA, 727, São Paulo",Da 86ª à 100ª.,PINHEIROS,1395.0,542.0,139.0,1324.0,228.0
-46.637508,-23.5592,12267.0,FMU (PRÉDIO 17) - FACULDADE DIREITO LIBERDADE,1.0,LIBERDADE,"AVENIDA DA LIBERDADE, 749, São Paulo",Da 98ª à 112ª; Da 322ª à 329ª; Da 377ª à 378ª; 381ª; 392ª; 432ª; 452ª; 456ª; 463ª; 465ª; 468ª; 470ª; 472ª; 475ª; 477ª; 486ª;,BELA VISTA,10823.0,1002.0,387.0,1881.0,842.0
-46.400501,-23.559095000000006,3390.0,EE. PROFº LUIZ ROSANOVA,353.0,JARDIM SÃO PAULO (ZONA LESTE),"AVENIDA MIGUEL ACHIOLE DA FONSECA, 1147, São Paulo",Da 1ª à 8ª; 912ª; 957ª;,GUAIANASES,1905.0,883.0,84.0,189.0,308.0
-46.541611,-23.558975,3371.0,EMEF. PROF. GILMAR TACCOLA,348.0,VILA CARRAO,"RUA LUTÉCIA, 1730, São Paulo",198ª; 202ª; 205ª; Da 217ª à 218ª; 225ª; Da 254ª à 255ª; 259ª; Da 288ª à 289ª;,VILA FORMOSA,2610.0,162.0,76.0,533.0,165.0
-46.632881,-23.558969,8085.0,FMU (PRÉDIO 16) - LIBERDADE,1.0,LIBERDADE,"AVENIDA LIBERDADE, 899, São Paulo",Da 302ª à 321ª; 360ª; Da 365ª à 368ª; 384ª; Da 488ª à 489ª;,BELA VISTA,9417.0,736.0,234.0,1111.0,655.0
-46.683048,-23.55855,4591.0,COLÉGIO STELLA MARIS,251.0,PINHEIROS,"RUA CARDEAL ARCOVERDE, 1097, São Paulo",Da 143ª à 149ª; 279ª; 282ª; 286ª; 288ª; 295ª;,PINHEIROS,2452.0,437.0,130.0,1003.0,221.0
-46.516037,-23.558208,789.0,EMEI OLÂNDYA PERES RIBEIRO,253.0,PARQUE MARIA LUIZA,"RUA DR. MARIANO CURSINO DE MOURA, 395, São Paulo",430ª; 438ª; 453ª;,TATUAPÉ,1321.0,50.0,21.0,92.0,56.0
-46.51712,-23.55781,4114.0,EMEF SÉRGIO MILLIET,253.0,PARQUE MARIA LUIZA,"RUA DR. PAULO DE ANDRADE ARANTES, 125, São Paulo",Da 368ª à 379ª; 558ª;,TATUAPÉ,5040.0,347.0,143.0,511.0,153.0
-46.46191,-23.557726,7008.0,EE. PROF. QUINTILIANO JOSÉ SITRANGULO,417.0,VILA CARMOSINA,"RUA ARRAIAL DA ANTA, 325, São Paulo",Da 44ª à 60ª; 289ª; 299ª;,PARQUE DO CARMO,1472.0,989.0,211.0,631.0,438.0
-46.640758,-23.5576,8475.0,ANHANGUERA,1.0,BELA VISTA,"AV. BRIGADEIRO LUÍS ANTONIO, 871, São Paulo",Da 50ª à 55ª; Da 113ª à 128ª;,BELA VISTA,2243.0,755.0,262.0,1284.0,481.0
-46.572414,-23.557526,3364.0,EE. PROF. THEODORO DE MORAES,4.0,VILA REGENTE FEIJO,"AV. REGENTE FEIJÓ, 586, São Paulo",Da 175ª à 182ª; 324ª;,MOÓCA,1752.0,226.0,87.0,406.0,160.0
-46.676979,-23.557329,6165.0,CENTRO INTERESCOLAR OBJETIVO,251.0,PINHEIROS,"RUA TEODORO SAMPAIO, 688, São Paulo",Da 76ª à 85ª; Da 139ª à 142ª; 289ª; 296ª;,PINHEIROS,1952.0,568.0,163.0,1330.0,258.0
-46.64207800000001,-23.55724,5944.0,EMEF CELSO LEITE RIBEIRO FILHO,1.0,BELA VISTA,"RUA HUMAITÁ, 480, São Paulo",Da 56ª à 70ª; 406ª;,BELA VISTA,1351.0,589.0,163.0,776.0,367.0
-46.47406,-23.55718,4891.0,EE. PROF. ASCÂNIO DE AZEVEDO CASTILHO,417.0,CIDADE LIDER,"AV. LÍDER, 2168, São Paulo",Da 141ª à 152ª.,PARQUE DO CARMO,1758.0,596.0,170.0,487.0,316.0
-46.574635,-23.556942000000006,4071.0,COLÉGIO NOSSA SENHORA DE LOURDES,4.0,VILA REGENTE FEIJO,"RUA AURELIANO LESSA, 159, São Paulo",Da 170ª à 174ª; 323ª; 336ª; 352ª; 363ª; 398ª; 425ª;,MOÓCA,3057.0,261.0,115.0,585.0,151.0
-46.758389,-23.5569,6211.0,EMEF. GENERAL EUCLIDES DE OLIVEIRA FIGUEIREDO,374.0,VILA SÃO FRANCISCO,"RUA MARECHAL OLÍMPIO MOURÃO FILHO, 187, São Paulo",Da 261ª à 273ª; 359ª; 490ª; Da 580ª à 582ª;,RIO PEQUENO,6063.0,332.0,205.0,1285.0,287.0
-46.693859,-23.55653,4608.0,EE.BRASÍLIO MACHADO,251.0,VILA MADALENA,"RUA DOS MORÁS, 630, São Paulo",Da 202ª à 212ª; 300ª;,PINHEIROS,2577.0,421.0,129.0,1006.0,176.0
-46.660385,-23.556479,20702.0,COLÉGIO SÃO LUÍS,5.0,CERQUEIRA CESAR,"RUA HADDOCK LOBO, 400, São Paulo",Da 171ª à 210ª; 289ª; Da 300ª à 302ª; Da 304ª à 306ª; 309ª; 312ª; 315ª; Da 324ª à 325ª; 327ª;,JARDIM PAULISTA,11639.0,1522.0,552.0,4899.0,825.0
-46.681969,-23.556169,3372.0,GOETHE- INSTITUT,251.0,JARDIM AMERICA,"RUA LISBOA, 974, São Paulo",Da 101ª à 108ª; 241ª;,PINHEIROS,1077.0,336.0,87.0,729.0,178.0
-46.566109,-23.55584,5868.0,EE. PROFª BLANCA ZWICKER SIMÕES,253.0,JARDIM ANALIA FRANCO,"RUA INSPETOR MÁRIO TEIXEIRA, 41, São Paulo",Da 80ª à 87ª; 387ª; 393ª; 412ª; 477ª; 497ª; 522ª; 602ª;,TATUAPÉ,3958.0,206.0,192.0,1042.0,280.0
-46.546326,-23.555805,4173.0,EE. PROF. JOÃO DIAS DA SILVEIRA,253.0,VILA ZILDA,"RUA SOUSA BREVES, 80, São Paulo",416ª; 418ª; 443ª; 452ª; 461ª; 463ª; 471ª; 486ª; 491ª; 501ª; 511ª; 524ª;,TATUAPÉ,5637.0,324.0,102.0,505.0,165.0
-46.522942,-23.55554,5463.0,EE. PROFª IRENE RIBEIRO,253.0,VILA CARRAO,"RUA CEL. AMARO SOBRINHO, 303, São Paulo",Da 338ª à 352ª; 436ª; 593ª;,TATUAPÉ,6204.0,418.0,194.0,672.0,256.0
-46.49792100000001,-23.555491,1588.0,EE PROF. ANTENOR SANTOS OLIVEIRA,347.0,JARDIM FERNANDES,"RUA HELENA DOS SANTOS, S/N, São Paulo",384ª; 387ª; 401ª; 432ª; 442ª; 461ª;,VILA MATILDE,2507.0,247.0,33.0,197.0,107.0
-46.525692,-23.555412,6843.0,ESCOLA ISLÂMICA BRASILEIRA,253.0,VILA CARRAO,"RUA PEDRO MALAQUIAS, 34, São Paulo",Da 271ª à 280ª; Da 380ª à 386ª; 413ª; 421ª;,TATUAPÉ,6270.0,491.0,204.0,849.0,385.0
-46.465778,-23.555275,6993.0,EMEF. DANYLO JOSÉ FERNANDES,417.0,CIDADE LIDER,"AV. DOUTOR FRANCISCO MUNHOZ FILHO, 431, São Paulo",Da 220ª à 236ª; 249ª;,PARQUE DO CARMO,4125.0,894.0,205.0,627.0,463.0
-46.536491,-23.555267,4043.0,EMEF. BARTOLOMEU LOURENÇO DE GUSMÃO,348.0,VILA SANTA ISABEL,"RUA PICINGUABA, 802, São Paulo",Da 132ª à 140ª; 230ª; 257ª; 274ª;,VILA FORMOSA,1985.0,276.0,98.0,568.0,199.0
-46.597729,-23.55521,8141.0,COLÉGIO SÃO JUDAS TADEU,4.0,MOOCA,"RUA CLARK, 213, São Paulo",Da 48ª à 62ª; 306ª; 314ª; Da 320ª à 321ª; 331ª; 350ª;,MOÓCA,2767.0,458.0,258.0,1225.0,372.0
-46.491394,-23.555175,4493.0,EMEF. FIRMINO TIBÚRCIO DA COSTA,347.0,CIDADE PATRIARCA,"RUA PEDRO MORCILLA FILHO, 578, São Paulo",Da 196ª à 206ª; 419ª;,VILA MATILDE,2630.0,374.0,162.0,488.0,189.0
-46.582893,-23.554552,7241.0,EE. PLÍNIO BARRETO,4.0,BELENZINHO,"RUA SIQUEIRA BUENO, 2123, São Paulo",Da 78ª à 92ª; 310ª; 322ª; 406ª; 423ª;,MOÓCA,2736.0,355.0,184.0,1008.0,358.0
-46.70013400000001,-23.554546,2743.0,COLÉGIO RAINHA DA PAZ,251.0,ALTO DE PINHEIROS,"RUA DONA ELISA DE MORAES MENDES, 39, São Paulo",247ª; 250ª; 260ª; 273ª; 281ª; 287ª; 294ª;,PINHEIROS,1892.0,228.0,89.0,667.0,126.0
-46.628899,-23.554451,3681.0,EMEF DUQUE DE CAXIAS,1.0,SE,"PRAÇA DR. MÁRIO MARGARIDO, 35, São Paulo",399ª; 411ª; 427ª; 439ª; 442ª; 449ª; 457ª; 459ª; 461ª; 487ª; 491ª; 495ª; 507ª;,BELA VISTA,5924.0,542.0,62.0,242.0,202.0
-46.508377,-23.554419,3481.0,EE DOM CAMILO MARIA CAVALHEIRO,347.0,JARDIM SANTA MARIA,"RUA GARUVA, 55, São Paulo",283ª; 292ª; 304ª; 318ª; 331ª; 343ª; 351ª; 371ª; 447ª;,VILA MATILDE,3040.0,362.0,105.0,320.0,179.0
-46.476662,-23.554287,1569.0,EE. FRANCISCO GLYCÉRIO DE FREITAS,417.0,CIDADE LIDER,"RUA COSMO JOSÉ DA SILVA, 322, São Paulo",250ª; 257ª; 265ª; 275ª; 281ª; 296ª;,PARQUE DO CARMO,1624.0,177.0,66.0,141.0,105.0
-46.54631,-23.554171,1471.0,EE. PROF. FREDERICO VERGUEIRO STEIDEL,348.0,JARDIM TEXTIL,"RUA ATLÂNTIDA, 8, São Paulo",252ª; 266ª; 273ª; 286ª; Da 292ª à 293ª;,VILA FORMOSA,1662.0,72.0,55.0,232.0,53.0
-46.40762,-23.5541,5191.0,EE. SERGIO ESTANISLAU DE CAMARGO,353.0,VILA POPULAR,"RUA OTELO AUGUSTO RIBEIRO, 1309, São Paulo",62ª; 413ª; 463ª; 470ª; 528ª; 559ª; 597ª; 652ª; 688ª; 753ª; 799ª; 819ª; 889ª; 899ª; 968ª;,GUAIANASES,9559.0,1147.0,103.0,288.0,641.0
-46.536171,-23.554066,6126.0,EE. PROFª JÚLIA AMÁLIA DE AZEVEDO ANTUNES,253.0,VILA CARRAO,"RUA LUÍS PINTO, 92, São Paulo",Da 308ª à 322ª; 434ª; 472ª; 594ª;,TATUAPÉ,6225.0,270.0,173.0,778.0,340.0
-46.417614,-23.553738,7123.0,EE. ROCCA DORDALL,353.0,VILA BUENOS AIRES,"RUA  DR. RODRIGUES DE ALMEIDA 143, São Paulo",604ª; 626ª; 640ª; 677ª; 712ª; 740ª; 772ª; 789ª; 812ª; 821ª; 831ª; 841ª; 849ª; 858ª; 864ª; 873ª; 892ª; 908ª; 916ª;,GUAIANASES,15025.0,1577.0,138.0,257.0,962.0
-46.437939,-23.553721,4940.0,EE. YERVANT KISSAJIKIAN,405.0,COHAB JOSÉ BONIFÁCIO,"RUA PAISAGEM NOTURNA, 353, São Paulo",Da 98ª à 108ª; 210ª;,CONJUNTO JOSÉ BONIFÁCIO,1343.0,856.0,166.0,377.0,298.0
-46.753597,-23.553703,5138.0,EMEF. MARECHAL ESPIRIDIÃO ROSAS,374.0,VILA GRAZIELA,"AV. GENERAL MAC ARTHUR, 1304, São Paulo",Da 249ª à 260ª; Da 590ª à 592ª;,RIO PEQUENO,4827.0,334.0,209.0,999.0,229.0
-46.69109,-23.55369,1754.0,EMEI. PROFª ZILDA DE FRANCESCHI,251.0,VILA MADALENA,"RUA PURPURINA, 290, São Paulo",248ª; 253ª; 257ª; 277ª; 313ª;,PINHEIROS,1348.0,234.0,35.0,359.0,90.0
-46.444813,-23.553623,5679.0,EE. FADLO HAIDAR,405.0,COHAB JOSÉ BONIFÁCIO,"RUA MURMÚRIOS DA TARDE, 200, São Paulo",Da 118ª à 127ª; 198ª; 215ª; 231ª; 242ª; 261ª;,CONJUNTO JOSÉ BONIFÁCIO,2372.0,764.0,190.0,406.0,293.0
-46.620258,-23.5536,5128.0,EE. PROF. ANTONIO FIRMINO DE PROENÇA,4.0,MOOCA,"RUA DA MOOCA, 363, São Paulo",Da 1ª à 15ª.,MOÓCA,120.0,401.0,195.0,533.0,225.0
-46.456558,-23.553511,5704.0,EE. PROFA. MARIA FERRAZ DE CAMPOS,248.0,VILA CARMOSINA,"RUA SÃO TEODORO, 453, São Paulo",650ª; 664ª; 682ª; 699ª; 715ª; 727ª; 759ª; 768ª; 784ª; 794ª; 802ª; 810ª; 823ª; 828ª; 852ª; 861ª; 873ª;,ITAQUERA,13091.0,820.0,179.0,378.0,418.0
-46.514938,-23.55333,3364.0,EE PROF. AFONSO PENNA JÚNIOR,347.0,JARDIM MARINGA,"RUA MUANA, 31, São Paulo",Da 255ª à 259ª; 261ª; 265ª; 276ª; 364ª; 463ª;,VILA MATILDE,2914.0,323.0,97.0,325.0,170.0
-46.408279,-23.55333,3740.0,EE. PROFº SEBASTIÃO FARIA ZIMBRES,353.0,VILA ROSA (ZONA LESTE),"RUA QUINTA DO PAÇO,  45, São Paulo",Da 50ª à 61ª; 931ª;,GUAIANASES,1597.0,792.0,91.0,186.0,447.0
-46.598221,-23.553322,8700.0,ETE. PROF. CAMARGO ARANHA,4.0,MOOCA,"RUA BRESSER 2909, São Paulo",Da 31ª à 47ª; 368ª; 374ª; 379ª; 382ª; 388ª; 397ª;,MOÓCA,2951.0,565.0,280.0,965.0,480.0
-46.394588,-23.553259,2447.0,EMEF. PROFº QUIRINO CARNEIRO RENNÓ,353.0,VILA SAO GERALDO,"RUA CAMARGO E LEME,  78, São Paulo",827ª; 842ª; 856ª; 863ª; 876ª; 902ª; 933ª; 940ª;,GUAIANASES,7039.0,520.0,53.0,107.0,327.0
-46.517746,-23.553209,1082.0,EMEF.  ASSAD ABDALA,347.0,JARDIM MARINGA,"AVENIDA MENDONÇA DRUMOND,902, São Paulo",408ª; 424ª; 437ª; 455ª;,VILA MATILDE,1724.0,84.0,31.0,98.0,45.0
-46.621689,-23.553165,2437.0,EE. GIANFRANCESCO GUARNIERI,4.0,MOOCA,"RUA ITAPIRA, 183, São Paulo",Da 16ª à 22ª; 308ª;,MOÓCA,441.0,184.0,103.0,265.0,123.0
-46.471668,-23.553053,5439.0,EE. PROFA. LUZIA DE QUEIRÓZ E OLIVEIRA,417.0,CIDADE LIDER,"AV. ITAQUERA, 5912, São Paulo",Da 210ª à 219ª; 238ª; 244ª; 256ª; 263ª; 293ª;,PARQUE DO CARMO,3439.0,650.0,158.0,395.0,360.0
-46.625141,-23.55298,5697.0,EE. DE SÃO PAULO,3.0,BRAS,"RUA DA FIGUEIRA, 500, São Paulo",Da 52ª à 56ª; Da 91ª à 97ª; 212ª; Da 223ª à 224ª;,SANTA IFIGÊNIA,1587.0,785.0,114.0,489.0,330.0
-46.399056,-23.552948,3661.0,EE. PROFª  ERNESTINA DEL BUONO TRAMA,353.0,JARDIM SÃO PAULO (ZONA LESTE),"RUA FELICIANO DE MENDONÇA,  418, São Paulo",378ª; 428ª; 487ª; 507ª; 535ª; 576ª; 627ª; 887ª; 907ª; 928ª; 961ª;,GUAIANASES,7221.0,862.0,87.0,186.0,469.0
-46.64333,-23.552891,3836.0,EE DRA. MARIA AUGUSTA SARAIVA,1.0,BELA VISTA,"RUA MAJOR DIOGO, 200, São Paulo",Da 131ª à 139ª; 390ª; 413ª;,BELA VISTA,2018.0,411.0,106.0,446.0,192.0
-46.486393,-23.552696,9047.0,EE. PROF. AMADOR ARRUDA MENDES,417.0,CONJUNTO HABITACIONAL PADRE JOSE DE ANCHIETA,"AV. SYLVIO TORRES, 290, São Paulo",Da 101ª à 123ª.,PARQUE DO CARMO,2576.0,1215.0,287.0,874.0,422.0
-46.53465300000001,-23.552658,3475.0,EMEF ROQUETE PINTO,253.0,JARDIM IVA,"RUA PROFA. ALZIRA DE OLIVEIRA GILIOLI, 32, São Paulo",479ª; 489ª; 498ª; 508ª; 523ª; 533ª; 540ª; 574ª; 587ª; 611ª; 629ª; 637ª; 648ª;,TATUAPÉ,7256.0,435.0,120.0,316.0,110.0
-46.679192,-23.55265,2645.0,FACULDADE SUMARÉ,251.0,SUMAREZINHO,"RUA CAPOTE VALENTE, 1121, São Paulo",Da 268ª à 271ª; 276ª; 283ª; 309ª;,PINHEIROS,1946.0,309.0,57.0,514.0,128.0
-46.514332,-23.55236,4264.0,EE PROF. OLGA MARINOVIC DORO,347.0,JARDIM MARINGA,"RUA CUSTODIO LOBO, 29, São Paulo",217ª; 222ª; 227ª; 230ª; 233ª; 240ª; Da 248ª à 249ª; 253ª; 296ª; 326ª; 465ª;,VILA MATILDE,3206.0,362.0,127.0,484.0,215.0
-46.457668,-23.55212,1389.0,EMEI PROFESSORA CECÍLIA SANT'ANNA SOUZA,417.0,VILA CARMOSINA,"RUA FONTOURA XAVIER, 226, São Paulo",262ª; 268ª; 273ª; 279ª; 285ª; 292ª; 297ª;,PARQUE DO CARMO,1956.0,202.0,51.0,91.0,87.0
-46.735569,-23.552111,2257.0,UNIVERSIDADE PAULISTA,374.0,JAGUARE,"AVENIDA TORRES DE OLIVEIRA, 330, São Paulo",536ª; 612ª; 649ª; 660ª; 668ª; 680ª; 687ª; 693ª; 708ª;,RIO PEQUENO,5893.0,253.0,79.0,227.0,76.0
-46.598274,-23.551992,12609.0,UNIVERSIDADE SÃO JUDAS TADEU,4.0,MOOCA,"RUA TAQUARI, 546, São Paulo",Da 23ª à 30ª; Da 235ª à 245ª; 313ª; 317ª; 328ª; 332ª; 344ª; 349ª; 356ª; 360ª; Da 364ª à 365ª; 391ª; 421ª; 428ª;,MOÓCA,7520.0,864.0,421.0,1631.0,654.0
-46.572739,-23.551758,3443.0,EE. PROF. JOÃO CLÍMACO DA SILVA KRUSE,253.0,TATUAPE,"RUA TUIUTI, 2965, São Paulo",Da 428ª à 429ª; 444ª; 448ª; 460ª; 465ª; 473ª; 488ª; 500ª; 512ª;,TATUAPÉ,4647.0,145.0,84.0,536.0,193.0
-46.610325,-23.551714,3985.0,UNIVERSIDADE ANHEMBI MORUMBI,4.0,MOOCA,"RUA DR. ALMEIDA LIMA, 1134, São Paulo",343ª; 346ª; 354ª; 366ª; 370ª; 378ª; 387ª; 394ª; 404ª; 413ª; 429ª; 433ª;,MOÓCA,4617.0,352.0,92.0,270.0,172.0
-46.44104,-23.551531,4243.0,EE. PROF. JOAQUIM SILVÉRIO GOMES DOS REIS,405.0,COHAB JOSÉ BONIFÁCIO,"RUA GUILHERME VALÊNCIA, 45, São Paulo",Da 109ª à 117ª; 193ª; 226ª;,CONJUNTO JOSÉ BONIFÁCIO,1436.0,615.0,169.0,349.0,249.0
-46.40184,-23.55146,3778.0,EE. PROFº SATURNINO PEREIRA,353.0,JARDIM SOARES,"RUA BERNARDINO ANTUNES, 200, São Paulo",Da 383ª à 384ª; 499ª; 548ª; 610ª; 670ª; 718ª; 770ª; 810ª; 825ª; 890ª; 930ª;,GUAIANASES,8037.0,851.0,74.0,174.0,575.0
-46.691971,-23.55139,1894.0,ESCOLA OSWALD DE ANDRADE,251.0,VILA MADALENA,"RUA GIRASSOL, 898, São Paulo",Da 198ª à 201ª; 312ª;,PINHEIROS,1110.0,231.0,53.0,389.0,64.0
-46.426262,-23.55131,970.0,EE. CONJUNTO HABITACIONAL ITAQUERA IV - I,405.0,COHAB JOSÉ BONIFÁCIO,"RUA AQUARELA DO BRASIL, 20, São Paulo",225ª; 240ª; 254ª; 263ª; 274ª;,CONJUNTO JOSÉ BONIFÁCIO,1256.0,223.0,28.0,50.0,67.0
-46.457878,-23.551262,5229.0,EE. PROFA. MARIA DA CONCEIÇÃO OLIVEIRA COSTA,248.0,VILA CARMOSINA,"RUA LAGOA TAI GRANDE, 475, São Paulo",Da 500ª à 501ª; 540ª; 593ª; 608ª; 619ª; 646ª; 662ª; 691ª; 714ª; 741ª; 772ª; 833ª;,ITAQUERA,8420.0,753.0,207.0,472.0,349.0
-46.583977,-23.551241,5807.0,EE. DR. ANTÔNIO DE QUEIROZ TELLES,4.0,ALTO DA MOOCA,"RUA ITAQUERI, 372, São Paulo",Da 63ª à 77ª.,MOÓCA,1050.0,290.0,148.0,761.0,274.0
-46.746994,-23.551144,4216.0,EE. DEPUTADO AUGUSTO DO AMARAL,374.0,JAGUARE,"RUA EULO MARONI,244, São Paulo",Da 46ª à 54ª; 354ª; 374ª; 503ª; 543ª;,RIO PEQUENO,2224.0,488.0,146.0,561.0,164.0
-46.68932,-23.551121,4929.0,EE.CARLOS MAXIMILIANO PEREIRA  DOS SANTOS,251.0,VILA MADALENA,"RUA JERICÓ, 256, São Paulo",Da 185ª à 197ª.,PINHEIROS,2483.0,558.0,122.0,1087.0,209.0
-46.50383,-23.5511,5126.0,EMEF.  BRIGADEIRO CORREIA DE MELLO,347.0,JARDIM ELIANE,"RUA GALEANDRA, S/N, São Paulo",267ª; 270ª; 272ª; 278ª; 284ª; 288ª; 307ª; 316ª; 328ª; 336ª; 358ª; 374ª; 431ª;,VILA MATILDE,4109.0,690.0,141.0,504.0,314.0
-46.481789,-23.550921,4700.0,EE. ENG. OCTÁVIO MARCONDES FERRAZ,417.0,CONJUNTO HABITACIONAL PADRE JOSE DE ANCHIETA,"AV. WALDEMAR TIETZ, 1477, São Paulo",Da 192ª à 198ª; 247ª; 254ª; 259ª; 264ª; 269ª;,PARQUE DO CARMO,2658.0,608.0,201.0,390.0,217.0
-46.554851,-23.550899,5453.0,EE. DR. BENEDITO ESTEVAM DOS SANTOS,253.0,VILA GOMES CARDIM,"RUA AGUAPEÍ, 831, São Paulo",Da 132ª à 145ª; 556ª; 577ª;,TATUAPÉ,3072.0,373.0,168.0,820.0,217.0
-46.71582,-23.55055,6691.0,COLÉGIO SANTA CRUZ,251.0,ALTO DE PINHEIROS,"RUA OROBÓ, 383, São Paulo",Da 64ª à 75ª; 243ª; 293ª; Da 298ª à 299ª; 311ª;,PINHEIROS,2278.0,417.0,191.0,2507.0,320.0
