aptos_por_local,bairro,endereco,lat,local_de_votacao,long,secoes_eleitorais,zona_eleitoral_nome,zona_eleitoral_nro
6682,HIGIENOPOLIS,"AVENIDA HIGIENÓPOLIS, 983, São Paulo",-23.540833,COLÉGIO NOSSA SENHORA DO SION,-46.660747,375ª; 387ª; 395ª; 400ª; 405ª; 414ª; 421ª; 437ª; 446ª; 461ª; 464ª; 468ª; 471ª; 475ª; Da 478ª à 479ª; 482ª; 485ª; 503ª;,PERDIZES,2
7044,BELA VISTA,"RUA TREZE DE MAIO, 267, São Paulo",-23.568393,EE MARIA JOSÉ,-46.641083,Da 71ª à 86ª; 394ª; 401ª; 407ª; 493ª;,BELA VISTA,1
9086,HIGIENOPOLIS,"RUA ALAGOAS, 903, São Paulo",-23.544741,FAAP - FUNDAÇÃO ARMANDO ÁLVARES PENTEADO,-46.662479,Da 136ª à 152ª; 363ª; 385ª; 442ª; 455ª; 460ª; 488ª; 490ª; 492ª; 518ª;,PERDIZES,2
5794,SUMARE,"RUA ALEGRETE, 168, São Paulo",-23.54796,COLÉGIO NOTRE DAME,-46.680119,Da 260ª à 270ª; 371ª; 428ª; 438ª; 441ª; 452ª;,PERDIZES,2
727,BARRA FUNDA,"RUA ANHANGUERA, 484, São Paulo",-23.523232,CENTRO EDUCACIONAL E ESPORTIVO ''RAUL TABAJARA'',-46.652702,373ª; 382ª; 432ª;,PERDIZES,2
1280,HIGIENOPOLIS,"RUA BAHIA, 257, São Paulo",-23.54534,EMEI. MONTEIRO LOBATO,-46.659752,379ª; 411ª; 423ª; 443ª;,PERDIZES,2
10994,BARRA FUNDA,"RUA BRIGADEIRO GALVÃO, 540, São Paulo",-23.53095,FACULDADES OSWALDO CRUZ,-46.6567,Da 204ª à 230ª; 340ª; 346ª; 348ª; 350ª; 515ª;,PERDIZES,2
4193,PERDIZES,"RUA CAJAÍBA, 420, São Paulo",-23.53871,ESCOLA ESTADUAL BRIGADEIRO FARIA LIMA,-46.685322,Da 328ª à 339ª.,PERDIZES,2
5529,BARRA FUNDA,"RUA CONSELHEIRO BROTERO, 100, São Paulo",-23.528444,ESCOLA ESTADUAL DOUTOR ALARICO SILVEIRA,-46.655552,Da 95ª à 110ª; 341ª; 374ª;,PERDIZES,2
3660,PERDIZES,"RUA DIANA, 1071, São Paulo",-23.537441,ESCOLA ESTADUAL JOSÉ CÂNDIDO DE SOUZA,-46.684071,344ª; 347ª; 351ª; 370ª; 378ª; 425ª; 429ª; 433ª; 445ª; 451ª;,PERDIZES,2
3143,PERDIZES,"RUA DIANA, 250, São Paulo",-23.530741,EMEI. SANTOS DUMONT,-46.679562,380ª; 386ª; Da 389ª à 390ª; 403ª; 408ª; 410ª; 412ª; 416ª;,PERDIZES,2
739,PERDIZES,"RUA DR. EMÍLIO RIBAS, 89, São Paulo",-23.536039,FACULDADE SANTA MARCELINA,-46.665169,510ª; Da 512ª à 514ª;,PERDIZES,2
7355,SANTA CECILIA,"RUA IMACULADA CONCEICAO, 71, São Paulo",-23.539084,ESCOLA ESTADUAL PROFESSOR FIDELINO DE FIGUEIREDO,-46.653053,Da 153ª à 172ª.,PERDIZES,2
2062,SANTA CECILIA,"RUA JAGUARIBE, 354, São Paulo",-23.5415,ESCOLA ESTADUAL ARTHUR GUIMARÃES,-46.651295,362ª; 376ª; 393ª; 404ª; 447ª; 487ª; 521ª;,PERDIZES,2
3371,SANTA CECILIA,"RUA MARTIM FRANCISCO, 736, São Paulo",-23.543093,COLÉGIO FACULDADE CLARETIANO,-46.654407,384ª; 392ª; 399ª; 407ª; 418ª; 424ª; 427ª; 436ª; 448ª; 489ª; 507ª;,PERDIZES,2
16421,PERDIZES,"RUA MONTE ALEGRE, 984, São Paulo",-23.538271,PUC - PONTIFÍCIA UNIVERSIDADE CATÓLICA,-46.670681,Da 28ª à 63ª; 345ª; 349ª; Da 352ª à 353ª; 368ª; 434ª; 440ª; 453ª; 499ª;,PERDIZES,2
9322,PERDIZES,"RUA PADRE CHICO, 420, São Paulo",-23.528912,ESCOLA ESTADUAL PROFESSORA ZULEIKA DE BARROS MARTINS FERREIRA,-46.683468,Da 303ª à 327ª.,PERDIZES,2
2905,VARZEA DA BARRA FUNDA,"RUA SOLIMÕES, 460, São Paulo",-23.52074,ESCOLA ESTADUAL CANUTO DO VAL,-46.65633,Da 70ª à 75ª; 343ª; 366ª; 472ª;,PERDIZES,2
3737,BARRA FUNDA,"RUA VITORINO CARMILO, 621, São Paulo",-23.531799,ESCOLA ESTADUAL CONSELHEIRO ANTONIO PRADO,-46.65229,Da 231ª à 242ª.,PERDIZES,2
3083,PARI,"AV. DR. CARLOS DE CAMPOS, 841, São Paulo",-23.525471,EE. FREI PAULO LUIG,-46.610619,Da 182ª à 189ª.,SANTA IFIGÊNIA,3
8391,LUZ,"AV. TIRADENTES, 615, São Paulo",-23.883215,FATEC FACULDADE DE TECNOLOGIA DE SÃO PAULO,-46.641293,Da 36ª à 51ª; 198ª; Da 203ª à 205ª; 208ª; 210ª;,SANTA IFIGÊNIA,3
5932,VILA ANGLO BRASILEIRA,"RUA PEDRO SOARES DE ALMEIDA, 134, São Paulo",-23.541642,ESCOLA ESTADUAL PROFESSOR MAURO DE OLIVEIRA,-46.666489,Da 243ª à 259ª; 358ª;,PERDIZES,2
6696,PERDIZES,"RUA DR. ALBERTO TORRES, S/N, PORTÃO 1, São Paulo",-23.540698,COLÉGIO SANTA MARCELINA,-46.673012,383ª; 388ª; 391ª; Da 396ª à 397ª; 401ª; 406ª; 413ª; 417ª; 420ª; 422ª; 431ª; 444ª; 457ª; 463ª; 465ª; 469ª; 473ª; 476ª; 480ª;,PERDIZES,2
4919,VILA POMPEIA,"RUA CORONEL MELO OLIVEIRA, 175, São Paulo",-23.534717,COLÉGIO SAGRADO CORAÇÃO DE JESUS,-46.660309,Da 271ª à 281ª; 456ª;,PERDIZES,2
4864,VILA POMPEIA,"RUA CORONEL MELO OLIVEIRA, 867, São Paulo",-23.539281,COLÉGIO EMECE JARDIM ESCOLA O MUNDO DA CRIANÇA LTDA,-46.651554,449ª; Da 458ª à 459ª; 466ª; 470ª; 474ª; 477ª; 481ª; 483ª; 500ª; 504ª; 508ª; 511ª; 516ª;,PERDIZES,2
7310,VILA POMPEIA,"RUA PADRE CHICO, 102, São Paulo",-23.53818,ESCOLA ESTADUAL MISS BROWNE,-46.660824,Da 282ª à 302ª.,PERDIZES,2
5555,BOM RETIRO,"PRAÇA CORONEL FERNANDO PRESTES, 197, São Paulo",-23.530779,EE. PRUDENTE DE MORAES,-46.632916,Da 22ª à 35ª; 214ª;,SANTA IFIGÊNIA,3
4799,BRAS,"RUA ALMIRANTE BARROSO, 225, São Paulo",-23.537178,EE. EDUARDO PRADO,-46.612534,Da 129ª à 140ª; 217ª; 221ª; 226ª;,SANTA IFIGÊNIA,3
4180,CANINDE,"RUA CANINDÉ, 153, São Paulo",-23.533035,EE. ORESTES GUIMARÃES,-46.624043,Da 172ª à 181ª; 201ª;,SANTA IFIGÊNIA,3
1813,CANINDE,"RUA COMENDADOR NESTOR PEREIRA, 285, São Paulo",-23.524561,EMEF. INFANTE DOM HENRIQUE,-46.619228,Da 190ª à 194ª.,SANTA IFIGÊNIA,3
35,BRAS,"RUA CORONEL MURSA, 270, São Paulo",-23.548229,UNIDADE DE INTERNAÇÃO PROVISÓRIA,-46.615501,228ª.,SANTA IFIGÊNIA,3
5697,BRAS,"RUA DA FIGUEIRA, 500, São Paulo",-23.55298,EE. DE SÃO PAULO,-46.625141,Da 52ª à 56ª; Da 91ª à 97ª; 212ª; Da 223ª à 224ª;,SANTA IFIGÊNIA,3
6190,BOM RETIRO,"RUA DOS ITALIANOS, 405, São Paulo",-23.526527,EE. MARECHAL DEODORO,-46.642929,Da 76ª à 90ª; 199ª;,SANTA IFIGÊNIA,3
6092,BRAS,"RUA MONSENHOR DE ANDRADE, 298, São Paulo",-23.49017,SENAI,-46.718502,Da 98ª à 114ª.,SANTA IFIGÊNIA,3
8100,LUZ,"RUA PEDRO VICENTE, 625, São Paulo",-23.52524,INSTITUTO FEDERAL,-46.621792,Da 158ª à 171ª; 206ª; 216ª; Da 218ª à 220ª; 222ª; 225ª; 227ª;,SANTA IFIGÊNIA,3
6109,BOM RETIRO,"RUA PRATES, 790, São Paulo",-23.52722,ESCOLA LUBAVITCH,-46.635132,Da 14ª à 21ª; Da 57ª à 64ª;,SANTA IFIGÊNIA,3
4645,BOM RETIRO,"RUA TRES RIOS, 362, São Paulo",-23.52902,COLÉGIO DE SANTA INÊS,-46.637291,Da 65ª à 75ª; 213ª;,SANTA IFIGÊNIA,3
4175,BRAS,"RUA VINTE E UM DE ABRIL, 970, São Paulo",-23.542151,EE. DOMINGOS FAUSTINO SARMIENTO,-46.605728,Da 141ª à 151ª; 211ª;,SANTA IFIGÊNIA,3
188,BELEM,"AV. CONDESSA ELIZABETH ROBIANO, 450, São Paulo",-23.507799,F. CASA - CENT. DE AT. SOCIOEDUC. AO ADOL. UNID. DE INT. V. GUILHERME,-46.551102,420ª.,MOÓCA,4
188,BELEM,"AV. CONDESSA ELIZABETH ROBIANO, 450, São Paulo",-23.507799,FUND. CASA CENTRO DE ATEN. SOCIOEDUC. AO ADOL. UNID. DE INT. SÃO PAULO,-46.551102,416ª.,MOÓCA,4
188,BELEM,"AV. CONDESSA ELIZABETH ROBIANO, 450, São Paulo",-23.507799,FUND. CASA - CENTRO DE ATEND. SOCIOEDUC. AO ADOL. UNID. DE INT. BELÉM,-46.551102,419ª.,MOÓCA,4
6324,MOOCA,"AV. PAES DE BARROS, 1025, São Paulo",-23.579315,EE. PANDIÁ CALÓGERAS,-46.587135,Da 110ª à 125ª.,MOÓCA,4
3364,VILA REGENTE FEIJO,"AV. REGENTE FEIJÓ, 586, São Paulo",-23.557526,EE. PROF. THEODORO DE MORAES,-46.572414,Da 175ª à 182ª; 324ª;,MOÓCA,4
4863,VILA INVERNADA,"RUA ALMIRANTE  ALEXANDRINO, 541, São Paulo",-23.57127,EMEF. EMILIANO DI CAVALCANTI,-46.568424,Da 197ª à 207ª; Da 325ª à 326ª;,MOÓCA,4
4071,VILA REGENTE FEIJO,"RUA AURELIANO LESSA, 159, São Paulo",-23.556942,COLÉGIO NOSSA SENHORA DE LOURDES,-46.574635,Da 170ª à 174ª; 323ª; 336ª; 352ª; 363ª; 398ª; 425ª;,MOÓCA,4
7142,VILA REGENTE FEIJO,"RUA BOM JESUS, 909, São Paulo",-23.563889,EE. PROF. WOLNY CARVALHO RAMOS,-46.56955,Da 183ª à 196ª; 316ª; 335ª; 409ª; 422ª; 431ª;,MOÓCA,4
8700,MOOCA,"RUA BRESSER 2909, São Paulo",-23.553322,ETE. PROF. CAMARGO ARANHA,-46.598221,Da 31ª à 47ª; 368ª; 374ª; 379ª; 382ª; 388ª; 397ª;,MOÓCA,4
4527,BRAS,"RUA CATUMBI, 318, São Paulo",-23.535339,CONJUNTO EDUC. E ASSISTENCIAL ANTÔNIO DEVISATE - SESI,-46.60001,Da 282ª à 291ª; 339ª; 410ª; 427ª;,MOÓCA,4
8141,MOOCA,"RUA CLARK, 213, São Paulo",-23.55521,COLÉGIO SÃO JUDAS TADEU,-46.597729,Da 48ª à 62ª; 306ª; 314ª; Da 320ª à 321ª; 331ª; 350ª;,MOÓCA,4
188,BELEM,"RUA CONDESSA ELIZABETH ROBIANO, 450, São Paulo",-23.507799,FUND. CASA CENTRO DE ATEN. SOCIOEDU. AO ADOL. UNID. DE INT. BELA VISTA,-46.551102,418ª.,MOÓCA,4
8341,ALTO DA MOOCA,"RUA CUIABÁ, 667, São Paulo",-23.560585,ESCOLA ESTADUAL M.M.D.C.,-46.59008,Da 93ª à 109ª; 304ª; 309ª; 407ª; 412ª;,MOÓCA,4
6361,BRAS,"RUA VISCONDE DE ABAETÉ, 154, São Paulo",-23.545104,EE. PADRE ANCHIETA,-46.61911,Da 115ª à 128ª; 200ª; 202ª; 207ª; 209ª;,SANTA IFIGÊNIA,3
5128,MOOCA,"RUA DA MOOCA, 363, São Paulo",-23.5536,EE. PROF. ANTONIO FIRMINO DE PROENÇA,-46.620258,Da 1ª à 15ª.,MOÓCA,4
7126,MOOCA,"RUA DA MOOCA, 4650, São Paulo",-23.561964,EE. PROF. ANDRÉ XAVIER GALLICHO,-46.581432,Da 136ª à 152ª; 408ª;,MOÓCA,4
7906,ALTO DA MOOCA,"RUA DO ORATÓRIO, 2621, São Paulo",-23.570103,EXTERNATO NOSSA SENHORA MENINA,-46.581173,Da 153ª à 169ª; 303ª; 315ª; 414ª;,MOÓCA,4
3985,MOOCA,"RUA DR. ALMEIDA LIMA, 1134, São Paulo",-23.551714,UNIVERSIDADE ANHEMBI MORUMBI,-46.610325,343ª; 346ª; 354ª; 366ª; 370ª; 378ª; 387ª; 394ª; 404ª; 413ª; 429ª; 433ª;,MOÓCA,4
5784,PARQUE DA MOOCA,"RUA IBIPETUBA, 42, São Paulo",-23.575706,INST. LUSO-BRAS. DE EDUC. E CULT- CENTRO UNIV. CAPITAL,-46.586948,Da 126ª à 135ª; 312ª; 337ª; 355ª; 392ª; 400ª;,MOÓCA,4
2437,MOOCA,"RUA ITAPIRA, 183, São Paulo",-23.553165,EE. GIANFRANCESCO GUARNIERI,-46.621689,Da 16ª à 22ª; 308ª;,MOÓCA,4
5807,ALTO DA MOOCA,"RUA ITAQUERI, 372, São Paulo",-23.551241,EE. DR. ANTÔNIO DE QUEIROZ TELLES,-46.583977,Da 63ª à 77ª.,MOÓCA,4
37,PARQUE DA MOOCA,"RUA JAPURUCHITÁ, 300, São Paulo",-23.57027,FUND. CASA - UNID. FEM. DE INT. PROVISÓRIA E INT. CHIQUINHA GONZAGA,-46.58556,415ª.,MOÓCA,4
5826,CHACARA TATUAPE,"RUA MARQUES DE ABRANTES, 365, São Paulo",-23.53908,COLÉGIO AGOSTINIANO SÃO JOSÉ,-46.58493,Da 292ª à 302ª; 305ª; 319ª; 338ª; 411ª;,MOÓCA,4
8502,MOOCA,"RUA MARQUÊS DE VALENÇA, 641, São Paulo",-23.559826,COLÉGIO SANTA CATARINA,-46.589356,341ª; 345ª; 348ª; 351ª; 353ª; 359ª; 362ª; 367ª; Da 372ª à 373ª; 377ª; 380ª; 383ª; 386ª; 389ª; 393ª; 396ª; 399ª; 402ª; 405ª; 424ª; 426ª; 432ª;,MOÓCA,4
6535,BELENZINHO,"RUA PASSOS, 36, São Paulo",-23.537479,INSTITUTO NOSSA  SENHORA AUXILIADORA,-46.593719,Da 277ª à 281ª; 330ª; 342ª; 347ª; 357ª; 361ª; 371ª; 375ª; 381ª; 385ª; 390ª; 395ª; 401ª; 430ª;,MOÓCA,4
4585,CHACARA MAFALDA,"RUA PAULINA, 149, São Paulo",-23.571739,EE. PROFA. ANNA TEIXEIRA PRADO ZACHARIAS,-46.55957,Da 225ª à 234ª; 403ª; 417ª;,MOÓCA,4
4705,VILA INVERNADA,"RUA PLÁCIDO DE CASTRO, 221, São Paulo",-23.567328,EE. ISAÍ LEIRNER,-46.565418,Da 208ª à 214ª; 327ª; 334ª; 369ª; 376ª; 384ª;,MOÓCA,4
5669,VILA DIVA,"RUA RAIMUNDO CORREIA, 5, São Paulo",-23.571592,EMEF. LEONOR MENDES DE BARROS,-46.563595,Da 215ª à 224ª; 311ª; 318ª; 333ª; 340ª; 358ª;,MOÓCA,4
7862,BELENZINHO,"RUA SÃO LEOPOLDO, 326, São Paulo",-23.540819,COLÉGIO PRESBITERIANO DO BRÁS,-46.59996,Da 256ª à 276ª; 307ª;,MOÓCA,4
4261,QUARTA PARADA,"RUA SERRA DA BOCAINA, 126, São Paulo",-23.54686,EE. GUERINO RASO,-46.589882,Da 246ª à 255ª; 329ª;,MOÓCA,4
7241,BELENZINHO,"RUA SIQUEIRA BUENO, 2123, São Paulo",-23.554552,EE. PLÍNIO BARRETO,-46.582893,Da 78ª à 92ª; 310ª; 322ª; 406ª; 423ª;,MOÓCA,4
12609,MOOCA,"RUA TAQUARI, 546, São Paulo",-23.551992,UNIVERSIDADE SÃO JUDAS TADEU,-46.598274,Da 23ª à 30ª; Da 235ª à 245ª; 313ª; 317ª; 328ª; 332ª; 344ª; 349ª; 356ª; 360ª; Da 364ª à 365ª; 391ª; 421ª; 428ª;,MOÓCA,4
13581,JARDIM PAULISTA,"ALAMEDA JAÚ, 1061, São Paulo",-23.563089,COLÉGIO DANTE ALIGHIERI,-46.658619,Da 138ª à 170ª; 322ª;,JARDIM PAULISTA,5
8684,JARDIM PAULISTA,"AV. NOVE DE JULHO, 5520, São Paulo",-23.57968,FACULDADE DE ENGENHARIA SÃO PAULO - FESP,-46.678036,Da 34ª à 54ª; 319ª;,JARDIM PAULISTA,5
7115,VILA NOVA CONCEICAO,"AV. SANTO AMARO, 1239, São Paulo",-23.595104,FACULDADES METROPOLITANAS UNIDAS (SANTO AMARO),-46.672955,Da 126ª à 137ª; 268ª; 281ª; Da 284ª à 285ª; 288ª; 299ª; 317ª;,JARDIM PAULISTA,5
4507,VILA OLÍMPIA,"RUA CASA DO ATOR, 207, São Paulo",-23.600479,EMEF.  PROFª MARIA ANTONIETA D'ALKIMIN BASTO,-46.675671,Da 241ª à 252ª.,JARDIM PAULISTA,5
7503,VILA OLÍMPIA,"RUA CASA DO ATOR, 275 - UNIDADE 6, São Paulo",-23.599951,FACULDADE ANHEMBI MORUMBI,-46.676781,Da 253ª à 267ª; 272ª; 276ª; 287ª; 298ª;,JARDIM PAULISTA,5
4279,ITAIM BIBI,"RUA COJUBA, 157, São Paulo",-23.587193,EE. PROF. CECILIANO JOSÉ ENNES,-46.685364,Da 231ª à 240ª; 297ª;,JARDIM PAULISTA,5
5574,VILA NOVA CONCEICAO,"RUA DOMINGOS FERNANDES, 583, São Paulo",-23.592153,EE. MARTIM FRANCISCO,-46.670818,Da 71ª à 84ª.,JARDIM PAULISTA,5
3804,VILA MARIANA,"RUA ESTELA, 268, São Paulo",-23.577761,COLÉGIO BANDEIRANTES,-46.6436,Da 31ª à 40ª.,VILA MARIANA,6
2363,VILA NOVA CONCEICAO,"RUA DR. EDUARDO DE SOUZA ARANHA, 357, São Paulo",-23.588831,COLÉGIO DOMUS SAPIENTIAE,-46.67495,290ª; 292ª; Da 313ª à 314ª; 321ª; 326ª;,JARDIM PAULISTA,5
3755,JARDIM AMERICA,"RUA ESTADOS UNIDOS, 1339, São Paulo",-23.567921,CLUBE ATLÉTICO PAULISTANO,-46.667499,Da 1ª à 8ª; 318ª;,JARDIM PAULISTA,5
20702,CERQUEIRA CESAR,"RUA HADDOCK LOBO, 400, São Paulo",-23.556479,COLÉGIO SÃO LUÍS,-46.660385,Da 171ª à 210ª; 289ª; Da 300ª à 302ª; Da 304ª à 306ª; 309ª; 312ª; 315ª; Da 324ª à 325ª; 327ª;,JARDIM PAULISTA,5
11508,ITAIM BIBI,"RUA IGUATEMI, 306, São Paulo",-23.5837,FACULDADES METROPOLITANAS UNIDAS (IGUATEMI),-46.682701,Da 109ª à 125ª; Da 269ª à 271ª; Da 273ª à 275ª; Da 277ª à 280ª; Da 282ª à 283ª; 286ª;,JARDIM PAULISTA,5
5122,ITAIM BIBI,"RUA ITACEMA, 214, São Paulo",-23.57939,ESCOLA PUERI DOMUS - UNIDADE II - ITAIM,-46.673321,Da 21ª à 33ª.,JARDIM PAULISTA,5
5893,VILA NOVA CONCEICAO,"RUA JOÃO CACHOEIRA, 960, São Paulo",-23.58831,EE. MINISTRO COSTA MANSO,-46.67675,Da 85ª à 98ª; 296ª;,JARDIM PAULISTA,5
3473,ITAIM BIBI,"RUA LEOPOLDO COUTO DE MAGALHÃES JR., 306, São Paulo",-23.586832,EE. ARISTIDES DE CASTRO,-46.675869,Da 55ª à 61ª; 295ª; 310ª;,JARDIM PAULISTA,5
2380,JARDIM PAULISTA,"RUA MAL. BITENCOURT, 62, São Paulo",-23.5791,COLÉGIO MATER DEI,-46.662991,291ª; 303ª; 307ª; 311ª; 316ª; 320ª;,JARDIM PAULISTA,5
8744,CERQUEIRA CESAR,"RUA PADRE JOÃO MANUEL, 727, São Paulo",-23.564144,COLÉGIO IAVNE,-46.664421,Da 211ª à 230ª; Da 328ª à 329ª;,JARDIM PAULISTA,5
4833,JARDIM PAULISTA,"RUA PAMPLONA, 1616, São Paulo",-23.57048,COLÉGIO ASSUNÇÃO,-46.66042,Da 9ª à 20ª.,JARDIM PAULISTA,5
4184,ITAIM BIBI,"RUA TABAPUÃ, 180, São Paulo",-23.582357,EE. LUDOVINA CREDÍDIO PEIXOTO,-46.672325,Da 62ª à 70ª; 293ª; 308ª;,JARDIM PAULISTA,5
4293,ITAIM BIBI,"RUA TABAPUÃ, 303, São Paulo",-23.582529,ESCOLA NOSSA SENHORA DAS GRAÇAS,-46.673271,Da 99ª à 108ª; 294ª;,JARDIM PAULISTA,5
6487,PARAÍSO,"AV. BERNARDINO DE CAMPOS, 79, São Paulo",-23.57197,COLÉGIO MARIA IMACULADA,-46.643219,Da 97ª à 108ª; 313ª; 330ª; 336ª; 343ª; 350ª; 361ª; 366ª; 371ª;,VILA MARIANA,6
6276,VILA MARIANA,"AV. CONSELHEIRO RODRIGUES ALVES, 658, São Paulo",-23.58466,COLÉGIO CRISTO REI,-46.644119,Da 41ª à 57ª; 316ª; 381ª;,VILA MARIANA,6
5246,CAMBUCI,"AV. LACERDA FRANCO, 1641, São Paulo",-23.577379,EE. PROF. GOMES CARDIM,-46.625229,Da 224ª à 238ª.,VILA MARIANA,6
7435,CAMBUCI,"AV. LINS DE VASCONCELOS, 1264, São Paulo",-23.57456,FACULDADE E COLÉGIO PAULISTA,-46.623261,Da 324ª à 325ª; 327ª; 331ª; 333ª; 338ª; 341ª; 344ª; Da 348ª à 349ª; 354ª; 357ª; 363ª; 365ª; 367ª; 372ª; 375ª; 439ª; 443ª;,VILA MARIANA,6
4337,CAMBUCI,"AV. LINS DE VASCONCELOS, 600, São Paulo",-23.568087,EE. OSCAR THOMPSON,-46.62199,Da 261ª à 272ª.,VILA MARIANA,6
4001,PARAÍSO,"RUA ABÍLIO SOARES, 425, São Paulo",-23.574966,ESCOLA SANTI,-46.646088,Da 109ª à 116ª; Da 294ª à 298ª;,VILA MARIANA,6
3228,JARDIM NOSSA SENHORA APARECIDA,"RUA AMETISTA, 50, São Paulo",-23.57666,EM. BRIGADEIRO FARIA LIMA,-46.62999,Da 195ª à 203ª.,VILA MARIANA,6
8498,ACLIMAÇÃO,"RUA APENINOS, 267, São Paulo",-23.569868,UNIP. UNIVERSIDADE PAULISTA  VERGUEIRO,-46.638546,Da 170ª à 183ª; 322ª; 347ª; 374ª; 378ª; 382ª; 387ª; 390ª; 393ª; 396ª; 410ª;,VILA MARIANA,6
5249,VILA MARIANA,"RUA DONA JÚLIA, 37, São Paulo",-23.588491,EE. MARECHAL FLORIANO,-46.634823,Da 1ª à 14ª; 318ª;,VILA MARIANA,6
6951,VILA MARIANA,"RUA DOUTOR ÁLVARO ALVIM, 123, São Paulo",-23.589434,ESCOLA SUPERIOR DE PROPAGANDA E MARKETING,-46.639378,326ª; 328ª; 332ª; 335ª; 339ª; 342ª; 345ª; 356ª; 364ª; 369ª; 379ª; 401ª; 403ª; 411ª; 415ª; 419ª; 424ª; 438ª; 450ª;,VILA MARIANA,6
3853,VILA MARIANA,"RUA DOUTOR JOSÉ DE QUEIROZ ARANHA, 451, São Paulo",-23.578526,EE. MAJOR ARCY,-46.635395,Da 130ª à 140ª.,VILA MARIANA,6
7702,VILA MARIANA,"RUA EÇA DE QUEIROZ, 75, São Paulo",-23.578529,COLÉGIO E ESCOLA BENJAMIN CONSTANT,-46.641682,Da 81ª à 96ª; 314ª; 351ª; 353ª; 359ª; 383ª;,VILA MARIANA,6
6404,VILA MARIANA,"RUA GUIMARÃES PASSOS, 509, São Paulo",-23.581169,COLÉGIO HENRI WALLON,-46.632221,Da 141ª à 147ª; Da 239ª à 249ª; 320ª;,VILA MARIANA,6
4452,VILA MARIANA,"RUA HUMBERTO I, 633, São Paulo",-23.58589,EE. MAESTRO FABIANO LOZANO,-46.641529,Da 117ª à 129ª.,VILA MARIANA,6
5647,VILA MARIANA,"RUA JOSÉ ANTONIO COELHO, 879, São Paulo",-23.581261,BELAS ARTES,-46.64883,Da 299ª à 308ª; 384ª; 388ª; 392ª; 395ª; 400ª;,VILA MARIANA,6
6598,CAMBUCI,"RUA JUSTO AZAMBUJA, 267, São Paulo",-23.56077,COLÉGIO NOSSA SENHORA DA GLÓRIA,-46.623508,Da 204ª à 223ª.,VILA MARIANA,6
7021,VILA MARIANA,"RUA MADRE CABRINI, 36, São Paulo",-23.589649,COLÉGIO MADRE CABRINI,-46.635372,Da 15ª à 30ª; 317ª; 355ª; 373ª; 405ª;,VILA MARIANA,6
965,VILA MARIANA,"RUA MADRE CABRINI, 38, São Paulo",-23.5903,POLIEDRO,-46.636681,441ª; 445ª; 448ª;,VILA MARIANA,6
1747,PARAÍSO,"RUA MANOEL DA NÓBREGA,307, São Paulo",-23.570471,COLÉGIO SANTA CATARINA DE SENA,-46.65015,Da 407ª à 408ª; 416ª; 421ª; 437ª;,VILA MARIANA,6
3301,ACLIMAÇÃO,"RUA MAZZINI,61, São Paulo",-23.563141,COLÉGIO PAULO DE TARSO,-46.626011,404ª; 413ª; 418ª; 423ª; 427ª; 440ª; 442ª; 446ª; 449ª;,VILA MARIANA,6
4970,VILA MONUMENTO,"RUA OUVIDOR PORTUGAL, 607, São Paulo",-23.57267,COLÉGIO NOTRE DAME RAINHA DOS APÓSTOLOS,-46.612709,Da 376ª à 377ª; 386ª; 389ª; 394ª; 398ª; 402ª; 409ª; 412ª; 417ª; 422ª; 428ª; 444ª;,VILA MARIANA,6
4078,VILA MONUMENTO,"RUA OUVIDOR PORTUGAL, 789, São Paulo",-23.573952,EE. DR. MURTINHO NOBRE,-46.611927,Da 250ª à 260ª; 312ª;,VILA MARIANA,6
6975,JARDIM NOSSA SENHORA APARECIDA,"RUA PEDRA AZUL, 314, São Paulo",-23.416424,EM. PARA DEFICIENTES AUDITIVOS HELEN KELLER,-46.748226,Da 184ª à 194ª; 321ª; 334ª; 340ª; 360ª; 368ª; 380ª; 399ª; 426ª;,VILA MARIANA,6
8609,ACLIMAÇÃO,"RUA PIRES DA MOTA, 99, São Paulo",-23.56506,EE. CAETANO DE CAMPOS,-46.630749,Da 148ª à 169ª; 311ª; 323ª; 352ª; 358ª;,VILA MARIANA,6
4579,JARDIM VILA MARIANA,"RUA PROF. SERAFIM ORLANDI, 254, São Paulo",-23.588388,EM.PADRE MANUEL DE PAIVA,-46.621151,319ª; 329ª; 337ª; 346ª; 362ª; 370ª; 385ª; 391ª; 397ª; 406ª; 414ª; 420ª;,VILA MARIANA,6
10762,PARAÍSO,"RUA VERGUEIRO, 1211, São Paulo",-23.57288,UNIP. UNIVERSIDADE PAULISTA  PARAÍSO,-46.639931,Da 58ª à 80ª; Da 309ª à 310ª; 315ª; 425ª; 447ª;,VILA MARIANA,6
5304,PARQUE INDEPENDENCIA,"AV  DIAMANTE VERDE,180, São Paulo",-23.68646,EE. MARGARIDA MARIA ALVES,-46.787643,Da 141ª à 156ª.,VALO VELHO,20
6255,JARDIM IRAPIRANGA,"AV ANTONIO JOSÉ BENTES, 691, São Paulo",-23.665279,EE. PROF. RONALDO GARIBALDI PERETTI,-46.78965,Da 157ª à 171ª; 359ª; 370ª; 380ª;,VALO VELHO,20
2951,PARQUE FERNANDA,"ESTRADA DE ITAPECERICA, 9950, São Paulo",-23.685572,EE. MARIA JANNUZZI MASCARI,-46.80122,Da 312ª à 316ª; 344ª; 349ª; 363ª; 373ª; 386ª; 395ª;,VALO VELHO,20
